FCLTY_NM,FCLTY_SDIV_CD,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_NM,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
"돌산읍 승월마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,,"127.763453759","34.6339266927",,,,,"N","00","N"
"돌산읍 신기마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,"전남광주통합특별시 여수시 전남광주통합특별시 여수시 돌산읍 신복리 1052-6","127.74145819","34.6033999296",,,,,"N","00","N"
"돌산읍 신기마을 동네체육시설(2)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025022","신복리",,,"전남광주통합특별시 여수시 돌산읍 신기길 90","127.743683628139","34.5993126185485",,,,,"N","00","N"
"돌산읍 월전포 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 월전길 206","127.784316477021","34.7029572242877",,,,,"N","00","N"
"돌산읍 작금마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,,"127.765053983","34.5939192109",,,,,"N","00","N"
"돌산읍 작금마을 동네체육시설(Ⅱ)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,,"127.768045416","34.5949063979",,,,,"N","00","N"
"돌산읍 진두마을(돌산제1공원) 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 우두리 799-157","127.737274612434","34.7310218679157",,,,,"N","00","N"
"돌산읍 진모공원 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,,"127.757320326873","34.7152669549467",,,,,"N","00","N"
"돌산읍 평사마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,,"127.748697841","34.665646773",,,,,"N","00","N"
"돌산읍 하동마을 동네체육시설(1)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 상하동길 187","127.77832983873","34.7142895777486",,,,,"N","00","N"
"돌산읍 하동마을 동네체육시설(2)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,,"127.778918712607","34.7127355025061",,,,,"N","00","N"
"돌산읍 항대마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 상하동길 297","127.779208976446","34.7202191997012",,,,,"N","00","N"
"돌산읍 향일암 일출광장 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025024","율림리",,,"전남광주통합특별시 여수시 돌산읍 향일암로 70-4","127.804354964727","34.5942697950788",,,,,"N","00","N"
"돌산체육관","P","공공","P09","체육관","P0903","생활체육관","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-1052","1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 강남로 18","127.7498341172","34.7171386814","1365",,,,"N","00","Y"
"돌산체육관","P","공공","P09","체육관","P0903","생활체육관","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시",,,"1200000000","전남광주통합특별시","1213000000","여수시","1213025030","우두리",,,"전남광주통합특별시 여수시 돌산읍 강남로 18","127.749835198191","34.7171375028947","5022","300","252",,"N","00","N"
"돌샘 조기회 내 간이운동시설(인수동)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1130500000","강북구","문화관광체육과","02-901-6226","1100000000","서울특별시","1130000000",,"1130510300","수유동",,,"서울특별시 강북구 삼각산로 13 (수유동)","126.9990143622632","37.63354449730963",,,,,"N","00","N"
"돌샘약수터 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2638000000","사하구",,,"2600000000","부산광역시","2638000000","사하구","2638010100","괴정동",,,,"128.992457186625","35.1059501734201",,,,,"N","00","N"
"돌성마을입구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2871000000","강화군",,,"2800000000","인천광역시","2871000000","강화군","2871032027","삼성리",,,,"126.456157544086","37.7121327829892",,,,,"N","00","N"
"돌아바위어린이공원 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시","흥덕구 농축산경제과","043-201-7235","4300000000","충청북도","4311000000","청주시",,,,,"충청북도 청주시 흥덕구 운천동 1100","127.47716211","36.6453215071",,,,,"N","00","N"
"돌안말운동장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4127000000","안산시",,,"4100000000","경기도","4127300000","안산시 단원구",,,,,,"126.753829","37.312871",,,,,"N","00","N"
"돌안말운동장 축구장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","4100000000","경기도","4127000000","안산시",,,"4100000000","경기도","4127300000","안산시 단원구","4127310400","성곡동",,,"경기도 안산시 단원구 신원로 158 (성곡동)","126.75449700566","37.3132434643285","0",,,,"N","00","N"
"동   방","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1129000000","성북구",,,"1100000000","서울특별시","1129000000","성북구",,,,,,"127.043551","37.616625",,,,,"N","00","Y"
"동   산","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1129000000","성북구",,,"1100000000","서울특별시","1129000000","성북구",,,,,,"127.03229","37.605577",,,,,"N","00","Y"
"동강 한마음체육관","P","공공","P09","체육관","P0901","구기체육관","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040021","유둔리",,,"전남광주통합특별시 고흥군 동강면 동강중촌길 47","127.330445558592","34.7808903028168","754","100","80",,"N","00","N"
"동강1길 33","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시","체육진흥과","053-810-5412","4700000000","경상북도","4729000000","경산시","4729031021","소월리",,,"경상북도 경산시 와촌면 동강1길 33","128.8315891884","35.9556828921",,,,,"N","00","Y"
"동강1리 137-3","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시","체육진흥과","053-810-5412","4700000000","경상북도","4729000000","경산시","4729031028","동강리",,,"경상북도 경산시 와촌면 동강1길 13-4","128.8324548038","35.9545811503",,,,,"N","00","Y"
"동강1리 회관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시","와촌면","053-804-7475","4700000000","경상북도","4729000000","경산시","4729031028","동강리",,,"경상북도 경산시 와촌면 동강1길 13-4","128.83245682451","35.9544239682153",,,,,"N","00","N"
"동강게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,"127.334421","34.780511",,,,,"N","00","Y"
"동강게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","1200000000","전남광주통합특별시","1217000000","나주시","교육체육과","061-339-4522","1200000000","전남광주통합특별시","1217000000","나주시","1217035021","인동리",,,"전남광주통합특별시 나주시 동강면 인동길 25-14","126.562095705671","34.9388570753366","434",,,,"N","00","N"
"동강노인게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040021","유둔리",,,"전남광주통합특별시 고흥군 동강면 원유둔4길 11-27","127.336188965","34.78014155","499",,,,"N","00","N"
"동강둔치 야구장","P","공공","P04","야구장","P0401","야구장","01","지방자치단체","5100000000","강원특별자치도","5175000000","영월군","문화관광체육과","033-370-2918","5100000000","강원특별자치도","5175000000","영월군","4275025022",,,,"강원특별자치도 영월군 영월읍 하송리61-20","128.46750618988327","37.17621648889151","10998",,,,"N","99","N"
"동강면 계매 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군","1274040021","유둔리",,,"전남광주통합특별시 고흥군 동강면 고흥로 4153-5","127.335436597996","34.7707316285011",,,,,"N","00","N"
"동강면 관덕마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040029","장덕리",,,"전남광주통합특별시 고흥군 동강면 원관덕길 85","127.352902188747","34.7960424246852",,,,,"N","00","N"
"동강면 내대  운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 노산공원 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군",,,,,"전남광주통합특별시 고흥군 동강면","127.341249","34.799205",,,,,"N","00","N"
"동강면 당곡 등산로 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 대강 우산각 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군",,,,,"전남광주통합특별시 고흥군 동강면","127.330635","34.779115",,,,,"N","00","N"
"동강면 덕암마을","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040021","유둔리",,,,"127.324733393709","34.7754468174467",,,,,"N","00","N"
"동강면 덕촌마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040022","마륜리",,,,"127.294387727684","34.7837165514156",,,,,"N","00","N"
"동강면 두방산 등산로 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군",,,,,"전남광주통합특별시 고흥군 동강면","127.353839","34.789208",,,,,"N","00","N"
"동강면 두산마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040023","대강리",,,,"127.325304582815","34.7865659986631",,,,,"N","00","N"
"동강면 마동 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 마동마을 승강장 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040022","마륜리",,,,"127.297039335391","34.7809025736187",,,,,"N","00","N"
"동강면 마서 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 병동마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040030","노동리",,,"전남광주통합특별시 고흥군 동강면 병풍1길 11","127.34411232722","34.78664796229",,,,,"N","00","N"
"동강면 사동마을 마을회관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040023","대강리",,,"전남광주통합특별시 고흥군 동강면 대강사동길 18","127.326155847579","34.7889309131836",,,,,"N","00","N"
"동강면 사서 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 세곡마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040026","오월리",,,"전남광주통합특별시 고흥군 동강면 세곡2길 3","127.358432905238","34.8100080696231",,,,,"N","00","N"
"동강면 신정마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040024","매곡리",,,,"127.344284277932","34.7958701496324",,,,,"N","00","N"
"동강면 신촌마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040025","한천리",,,"전남광주통합특별시 고흥군 동강면 순영신촌길 12-1","127.347320217839","34.8228141938895",,,,,"N","00","N"
"동강면 쌍암 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 옹암 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 옹암마을 등산로 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040028","죽암리",,,,"127.386567191492","34.7812555049313",,,,,"N","00","N"
"동강면 옹암마을 등산로 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040028","죽암리",,,"전남광주통합특별시 고흥군 동강면 죽암리 451","127.386567191492","34.7812555049313",,,,,"N","00","N"
"동강면 원매곡 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 원유둔 공원 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 장동마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040029","장덕리",,,"전남광주통합특별시 고흥군 동강면 동강장동길 65","127.350795087495","34.8062299089515",,,,,"N","00","N"
"동강면 장월 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 죽동 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 죽림 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 죽산 마을회관 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 축내 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 택촌 마을회관→내대 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","Y"
"동강면 택촌마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040025","한천리",,,"전남광주통합특별시 고흥군 동강면 택촌1길 5","127.3458013379","34.8183810868228",,,,,"N","00","N"
"동강면 평촌 마을쉼터 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군","체육계","061-830-6724","1200000000","전남광주통합특별시","1274000000","고흥군",,,,,,,,,,,,"N","00","N"
"동강면 하송마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1274000000","고흥군",,,"1200000000","전남광주통합특별시","1274000000","고흥군","1274040027","청송리",,,"전남광주통합특별시 고흥군 동강면 청송하송길 20","127.382361220458","34.7991109795601",,,,,"N","00","N"
"동개섬 체력단련시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4822000000","통영시",,,"4800000000","경상남도","4822000000","통영시",,,,,,"128.4346306977","34.8281740516",,,,,"N","00","N"
"동거차도 생활체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1286000000","진도군","행정과","061-540-3264","1200000000","전남광주통합특별시","1286000000","진도군","1286036022","동거차도리",,,"전남광주통합특별시 진도군 조도면 동거차동육길 56-3","125.939806541","34.2381736893",,,,,"N","00","Y"
"동검리 공터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2871000000","강화군",,,"2800000000","인천광역시","2871000000","강화군","2871033023","동검리",,,"인천광역시 강화군 길상면 동검길63번길 31-16","126.51963381087","37.5948233900229",,,,,"N","00","N"
"동경타운빌 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시",,,"4300000000","충청북도","4311400000","청주시 청원구","4311425021","내수리",,,"충청북도 청주시 청원구 내수읍 내수로 591-1","127.524780138181","36.7180217565634",,,,,"N","00","N"
"동계경로당","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1284000000","장성군",,,"1200000000","전남광주통합특별시","1284000000","장성군","1284033022","동호리",,,"전남광주통합특별시 장성군 동화면 동계길 32","126.719101664474","35.2974463363384",,,,,"N","00","N"
"동계면 체육관","P","공공","P09","체육관","P0901","구기체육관","01","지방자치단체","5200000000","전북특별자치도","5277000000","순창군",,,"5200000000","전북특별자치도","5277000000","순창군","5277032021","현포리",,,"전북특별자치도 순창군 동계면 동계1길 13","127.241731855649","35.4415959707629","1377",,,,"N","00","N"
"동계자전거도로 쉼터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4824000000","사천시","체육지원과","055-831-2420","4800000000","경상남도","4824000000","사천시","4824025021","선인리",,,"경상남도 사천시 사천읍 옥산로 120","128.09265641386764","35.07547247001489",,,,,"N","00","Y"
"동계전천후게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5200000000","전북특별자치도","5277000000","순창군","체육공원사업소","063-650-5525","5200000000","전북특별자치도","5277000000","순창군","5277032021","현포리",,,"전북특별자치도 순창군 동계면 동계1길 15","127.242659098702","35.4413731984754","619",,,,"N","00","N"
"동고2리 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4122000000","평택시",,,"4100000000","경기도","4122000000","평택시",,,,,,"127.043458","37.006118",,,,,"N","00","Y"
"동고성체육공원","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","4800000000","경상남도","4882000000","고성군",,,"4800000000","경상남도","4882000000","고성군","4882040021","배둔리",,,"경상남도 고성군 회화면 당항만로 729","128.366611453964","35.0487643126752","228",,,,"N","00","N"
"동곡 유계동 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구","문화체육팀",,"1200000000","전남광주통합특별시","1233000000","광산구","1233013900","유계동",,,"전남광주통합특별시 광산구 유림길 36-7 (유계동)","126.78849364722592","35.100099163704705",,,,,"N","00","N"
"동곡 유림마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구","문화체육팀",,"1200000000","전남광주통합특별시","1233000000","광산구",,,,,"전남광주통합특별시 광산구 유계동 240-11","126.786965915","35.1009176338",,,,,"N","99","N"
"동곡 침산마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구","문화체육팀",,"1200000000","전남광주통합특별시","1233000000","광산구","1233013800","하산동",,,,"126.772260848795","35.0993865238401",,,,,"N","00","N"
"동곡1리체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4719000000","구미시",,,"4700000000","경상북도","4719000000","구미시",,,,,,"128.442042","36.170724",,,,,"N","00","N"
"동곡동 기룡마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구",,,"1200000000","전남광주통합특별시","1233000000","광산구","1233013800","하산동",,,,"126.76274981053","35.0990328875494",,,,,"N","00","N"
"동곡동 상정마을 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구",,,"1200000000","전남광주통합특별시","1233000000","광산구","1233014200","요기동",,,,"126.752332087587","35.1028424979769",,,,,"N","00","N"
"동곡리족구장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4719000000","구미시",,,"4700000000","경상북도","4719000000","구미시",,,,,,"128.440569","36.174988",,,,,"N","00","N"
"동관2리 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4725000000","상주시",,,"4700000000","경상북도","4725000000","상주시","4725047021","동관리",,,"경상북도 상주시 화남면 동관3길 84","127.8940513076132","36.4902910576904",,,,,"N","00","N"
"동관2리(갈골) 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4725000000","상주시",,,"4700000000","경상북도","4725000000","상주시","4725047021","동관리",,,"경북 상주시 화남면 동관리 산 137-1","127.889629033155","36.4810780866176",,,,,"N","00","N"
"동광공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5000000000","제주특별자치도","5013000000","서귀포시",,,"5000000000","제주특별자치도","5013000000","서귀포시",,,,,,"126.576386","33.257575",,,,,"N","00","Y"
"동광길 소로","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2611000000","중구",,,"2600000000","부산광역시","2611000000","중구","2611011500","동광동5가",,,"부산광역시 중구 동광길 143 (동광동5가, 아이캐슬)","129.036208491917","35.1089705658365",,,,,"N","00","N"
"동광리 게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5000000000","제주특별자치도","5013000000","서귀포시",,,"5000000000","제주특별자치도","5013000000","서귀포시",,,,,,"126.338821","33.305489",,,,,"N","00","N"
"동광리운동장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5000000000","제주특별자치도","5011000000","제주시",,,"5000000000","제주특별자치도","5011000000","제주시",,,,,,"126.538745","33.506357",,,,,"N","00","N"
"동광문화마을","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5000000000","제주특별자치도","5013000000","서귀포시",,,"5000000000","제주특별자치도","5013000000","서귀포시",,,,,,"126.338479","33.305288",,,,,"N","00","N"
"동광어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5000000000","제주특별자치도","5013000000","서귀포시",,,"5000000000","제주특별자치도","5013000000","서귀포시","5013010500","동홍동",,,"제주특별자치도 서귀포시 동홍동로32번길 14 (동홍동)","126.5763860558","33.2575745073",,,,,"N","00","N"
